thread,first_touch,compact,balanced,scattered,config_ID,cnv_step,phi_final,matched,runtime_1,runtime_2,runtime_3,runtime_4,runtime_5,runtime_avg
10,False,False,False,True,3,1648,58203.93,True,54.65438,54.95282,54.3188,54.38699,54.48551,54.5597
12,False,False,False,True,3,1648,58203.93,True,47.40653,47.52249,47.67906,47.48609,47.83984,47.586802
14,False,False,False,True,3,1648,58203.93,True,43.67666,43.91825,44.51103,44.09642,44.62418,44.165308
16,False,False,False,True,3,1648,58203.93,True,41.61971,41.74182,42.60914,42.24823,41.90261,42.024302
18,False,False,False,True,3,1648,58203.93,True,38.82888,39.73272,39.31409,38.59838,39.40891,39.176596
20,False,False,False,True,3,1648,58203.93,True,37.72686,37.98233,38.82631,37.30559,38.42926,38.05407
22,False,False,False,True,3,1648,58203.93,True,37.04016,38.32595,37.88411,36.97647,38.35217,37.715772
24,False,False,False,True,3,1648,58203.93,True,38.27547,38.17506,38.10192,37.84793,37.80643,38.041362
26,False,False,False,True,3,1648,58203.93,True,40.16609,38.1346,37.20095,37.37619,37.37264,38.050094
28,False,False,False,True,3,1648,58203.93,True,37.33897,38.23235,37.14009,39.62491,37.9287,38.053004
30,False,False,False,True,3,1648,58203.93,True,39.58603,38.26796,39.76797,37.37133,37.10188,38.419034
32,False,False,False,True,3,1648,58203.93,True,37.71143,41.02574,38.62533,37.55535,38.51138,38.685846
34,False,False,False,True,3,1648,58203.93,True,37.74831,39.08063,36.16892,37.09448,38.43767,37.706002
36,False,False,False,True,3,1648,58203.93,True,38.01864,38.97541,39.07861,41.60426,37.69306,39.073996
38,False,False,False,True,3,1648,58203.93,True,38.02917,37.26267,38.102,40.45319,43.63475,39.496356000000006
40,False,False,False,True,3,1648,58203.93,True,38.66045,39.16726,41.34116,42.18302,38.966,40.063578
42,False,False,False,True,3,1648,58203.93,True,38.70593,39.13338,39.42117,39.13006,38.99558,39.077224
44,False,False,False,True,3,1648,58203.93,True,39.47728,39.46692,38.49767,39.2067,37.98533,38.92678
46,False,False,False,True,3,1648,58203.93,True,41.53035,41.20672,42.86701,38.34141,38.86094,40.561286
48,False,False,False,True,3,1648,58203.93,True,45.35568,40.53975,43.97419,47.37522,40.23866,43.4967
50,False,False,False,True,3,1648,58203.93,True,40.87463,47.18316,43.69542,42.69232,45.35359,43.959824000000005
52,False,False,False,True,3,1648,58203.93,True,45.1427,41.90458,46.74061,41.20222,46.59164,44.31635
54,False,False,False,True,3,1648,58203.93,True,43.31545,43.79871,42.79064,44.17493,44.55781,43.727508
56,False,False,False,True,3,1648,58203.93,True,47.13687,42.03825,47.2755,46.46752,43.54937,45.293502
8,True,False,True,False,4,1648,58203.93,True,65.00514,65.03019,64.74819,64.52172,65.00343,64.86173399999998
10,True,False,True,False,4,1648,58203.93,True,53.89953,54.15749,53.85027,54.4338,54.0695,54.082118
12,True,False,True,False,4,1648,58203.93,True,47.36676,47.4093,47.15039,47.16081,47.23675,47.264802
14,True,False,True,False,4,1648,58203.93,True,43.35648,43.02641,42.97519,43.32023,43.62013,43.259688
16,True,False,True,False,4,1648,58203.93,True,40.18219,40.65946,40.70338,40.41872,40.1952,40.43179
18,True,False,True,False,4,1648,58203.93,True,37.98232,38.11887,38.22626,37.81093,37.93444,38.01456399999999
20,True,False,True,False,4,1648,58203.93,True,36.34542,36.70128,36.52643,36.64938,36.38945,36.522392
22,True,False,True,False,4,1648,58203.93,True,35.69576,35.95561,36.11776,35.8533,35.91896,35.908278
24,True,False,True,False,4,1648,58203.93,True,35.35262,35.50988,35.16907,35.31015,35.71712,35.411768
26,True,False,True,False,4,1648,58203.93,True,34.81165,34.87594,34.9204,35.03734,35.03312,34.93569
28,True,False,True,False,4,1648,58203.93,True,34.78088,34.86771,35.2284,35.09337,34.6244,34.918952000000004
30,True,False,True,False,4,1648,58203.93,True,35.02533,34.71958,35.19005,34.43072,34.47403,34.767942
32,True,False,True,False,4,1648,58203.93,True,35.12831,35.97815,35.25832,35.07861,35.77981,35.44464
34,True,False,True,False,4,1648,58203.93,True,34.50841,35.09444,34.60949,34.77013,34.93225,34.782944
36,True,False,True,False,4,1648,58203.93,True,34.39509,34.54613,34.33769,34.71318,34.77135,34.552688
38,True,False,True,False,4,1648,58203.93,True,34.79414,34.83182,34.88785,34.31926,34.24314,34.615242
40,True,False,True,False,4,1648,58203.93,True,34.76418,34.99452,34.69534,34.62914,34.6211,34.740855999999994
42,True,False,True,False,4,1648,58203.93,True,34.88842,34.61869,34.94815,34.69606,35.19165,34.868594
44,True,False,True,False,4,1648,58203.93,True,34.79118,34.37094,34.8511,34.49215,34.73119,34.647312
46,True,False,True,False,4,1648,58203.93,True,34.43079,35.32885,34.7711,34.51397,35.14683,34.838308
48,True,False,True,False,4,1648,58203.93,True,34.69356,35.26636,34.95705,34.92762,34.71983,34.912884
50,True,False,True,False,4,1648,58203.93,True,34.93954,34.45317,34.8797,34.69407,34.54807,34.70291
52,True,False,True,False,4,1648,58203.93,True,35.02887,34.84976,34.87262,34.64575,34.55079,34.789558
54,True,False,True,False,4,1648,58203.93,True,35.03898,34.67755,35.00644,34.98048,34.94702,34.930094000000004
56,True,False,True,False,4,1648,58203.93,True,35.38625,35.19214,35.53288,35.16825,36.16029,35.487962
8,True,False,False,True,4,1648,58203.93,True,65.93856,66.01767,66.27691,65.64484,66.07214,65.99002399999999
10,True,False,False,True,4,1648,58203.93,True,55.31476,55.47699,55.22359,55.45356,55.05455,55.30469000000001
12,True,False,False,True,4,1648,58203.93,True,48.79247,49.11897,48.79952,49.92349,48.84916,49.096722
14,True,False,False,True,4,1648,58203.93,True,44.71542,44.50539,45.25375,45.27275,45.33792,45.017046
16,True,False,False,True,4,1648,58203.93,True,42.61878,42.58885,42.87637,43.241,43.31996,42.928992
18,True,False,False,True,4,1648,58203.93,True,40.77929,40.75714,41.23024,40.1541,40.10483,40.60512
20,True,False,False,True,4,1648,58203.93,True,40.40281,39.90982,39.06917,39.32428,39.27285,39.595786
22,True,False,False,True,4,1648,58203.93,True,39.04872,39.39137,39.74715,38.91376,38.20987,39.062174
24,True,False,False,True,4,1648,58203.93,True,38.35189,38.72022,39.6014,38.04465,38.61429,38.66649
26,True,False,False,True,4,1648,58203.93,True,37.55898,39.90595,39.36689,38.72215,39.46477,39.003748
28,True,False,False,True,4,1648,58203.93,True,39.09923,41.77672,37.97066,42.06868,39.53998,40.091054
30,True,False,False,True,4,1648,58203.93,True,42.22079,39.51016,39.80761,38.67804,39.18308,39.879936
32,True,False,False,True,4,1648,58203.93,True,41.75114,41.77713,42.44207,39.52083,42.05879,41.509992
34,True,False,False,True,4,1648,58203.93,True,40.4952,41.13328,40.18561,42.45569,39.57121,40.768198
36,True,False,False,True,4,1648,58203.93,True,39.10353,42.13482,42.80057,39.17796,46.16648,41.876672
38,True,False,False,True,4,1648,58203.93,True,41.5814,39.47604,40.84879,42.87978,41.9781,41.35282199999999
40,True,False,False,True,4,1648,58203.93,True,42.45019,46.75479,44.743,46.75869,41.94344,44.530022
42,True,False,False,True,4,1648,58203.93,True,43.2885,43.29448,40.02181,45.65677,41.55808,42.763928
44,True,False,False,True,4,1648,58203.93,True,42.14055,40.66781,43.29006,43.09132,44.34251,42.70645
46,True,False,False,True,4,1648,58203.93,True,46.97297,41.68141,45.2791,43.26519,40.74547,43.588828
48,True,False,False,True,4,1648,58203.93,True,46.77182,42.10045,44.88019,45.62363,43.70663,44.61654399999999
50,True,False,False,True,4,1648,58203.93,True,42.1722,47.34173,44.09249,50.83116,44.45634,45.778784
52,True,False,False,True,4,1648,58203.93,True,44.60544,42.22332,44.16352,45.98399,47.98498,44.99225
54,True,False,False,True,4,1648,58203.93,True,45.32591,45.8756,47.77542,41.33303,44.19499,44.90098999999999
56,True,False,False,True,4,1648,58203.93,True,41.9633,41.50647,43.42063,42.0147,44.48802,42.678624
